SC_CODE,SC_GROUP,SC_TYPE,ISIN_CODE,TRADING_DATE
532398,B ,Q,INE240C01028,20-Feb-19
532400,A ,Q,INE836A01035,20-Feb-19
532401,A ,Q,INE705A01016,20-Feb-19
532402,X ,Q,INE718B01017,20-Feb-19
532404,X ,Q,INE856B01023,20-Feb-19
532406,X ,Q,INE005B01019,20-Feb-19
532407,X ,Q,INE935B01025,20-Feb-19
532408,T ,Q,INE933B01012,20-Feb-19
532410,X ,Q,INE330E01023,20-Feb-19
532411,T ,Q,INE861A01058,20-Feb-19
532413,B ,Q,INE345B01019,20-Feb-19
532416,T ,Q,INE747B01016,20-Feb-19
532418,A ,Q,INE434A01013,20-Feb-19
532419,B ,Q,INE178C01020,20-Feb-19
532424,A ,Q,INE102D01028,20-Feb-19
532430,B ,Q,INE243D01012,20-Feb-19
532432,B ,Q,INE854D01024,20-Feb-19
532435,X ,Q,INE799C01023,20-Feb-19
532439,B ,Q,INE260D01016,20-Feb-19
532440,B ,Q,INE943D01017,20-Feb-19
532443,A ,Q,INE739E01017,20-Feb-19
532454,A ,Q,INE397D01024,20-Feb-19
532455,X ,Q,INE655D01025,20-Feb-19
532456,B ,Q,INE070C01037,20-Feb-19
532457,B ,Q,INE255D01024,20-Feb-19
532459,XT,Q,INE207D01017,20-Feb-19
532461,A ,Q,INE160A01022,20-Feb-19
532466,A ,Q,INE881D01027,20-Feb-19
532467,XT,Q,INE550F01023,20-Feb-19
532468,B ,Q,INE411F01010,20-Feb-19
532475,B ,Q,INE266F01018,20-Feb-19
532477,A ,Q,INE692A01016,20-Feb-19
532478,A ,Q,INE686F01025,20-Feb-19
532479,T ,Q,INE732F01019,20-Feb-19
532480,A ,Q,INE428A01015,20-Feb-19
532481,B ,Q,INE781B01015,20-Feb-19
532482,A ,Q,INE101D01020,20-Feb-19
532483,A ,Q,INE476A01014,20-Feb-19
532485,B ,Q,INE525F01017,20-Feb-19
532486,B ,Q,INE637C01025,20-Feb-19
532488,A ,Q,INE361B01024,20-Feb-19
532493,B ,Q,INE386C01029,20-Feb-19
532497,A ,Q,INE944F01028,20-Feb-19
532498,A ,Q,INE722A01011,20-Feb-19
532500,A ,Q,INE585B01010,20-Feb-19
532503,X ,Q,INE296E01026,20-Feb-19
532504,A ,Q,INE048G01026,20-Feb-19
532505,A ,Q,INE691A01018,20-Feb-19
532507,B ,Q,INE116D01028,20-Feb-19
532508,B ,Q,INE220G01021,20-Feb-19
532509,B ,Q,INE399C01030,20-Feb-19
532511,B ,Q,INE223G01017,20-Feb-19
532513,B ,Q,INE236G01019,20-Feb-19
532514,A ,Q,INE203G01027,20-Feb-19
532515,B ,Q,INE038F01029,20-Feb-19
532518,X ,Q,INE211G01020,20-Feb-19
532521,B ,Q,INE218G01033,20-Feb-19
532522,A ,Q,INE347G01014,20-Feb-19
532523,A ,Q,INE376G01013,20-Feb-19
532524,A ,Q,INE877F01012,20-Feb-19
532525,B ,Q,INE457A01014,20-Feb-19
532527,B ,Q,INE399G01015,20-Feb-19
532528,B ,Q,INE365B01017,20-Feb-19
532529,B ,Q,INE155G01029,20-Feb-19
532531,A ,Q,INE939A01011,20-Feb-19
532532,A ,Q,INE455F01025,20-Feb-19
532538,A ,Q,INE481G01011,20-Feb-19
532539,A ,Q,INE405E01023,20-Feb-19
532540,A ,Q,INE467B01029,20-Feb-19
532541,A ,Q,INE591G01017,20-Feb-19
532543,B ,Q,INE586G01017,20-Feb-19
532548,A ,Q,INE348B01021,20-Feb-19
532553,B ,Q,INE625G01013,20-Feb-19
532555,A ,Q,INE733E01010,20-Feb-19
532604,B ,Q,INE658G01014,20-Feb-19
532605,B ,Q,INE927D01028,20-Feb-19
532610,B ,Q,INE366A01041,20-Feb-19
532612,B ,Q,INE873D01024,20-Feb-19
532613,B ,Q,INE450G01024,20-Feb-19
532616,B ,Q,INE692G01013,20-Feb-19
532617,A ,Q,INE802G01018,20-Feb-19
532621,B ,Q,INE161G01027,20-Feb-19
532622,A ,Q,INE852F01015,20-Feb-19
532624,B ,Q,INE796G01012,20-Feb-19
532626,X ,Q,INE063E01046,20-Feb-19
532627,B ,Q,INE351F01018,20-Feb-19
532628,B ,Q,INE748C01020,20-Feb-19
532629,T ,Q,INE748A01016,20-Feb-19
532630,B ,Q,INE887G01027,20-Feb-19
532633,B ,Q,INE835G01018,20-Feb-19
532636,A ,Q,INE530B01024,20-Feb-19
532637,B ,Q,INE584F01014,20-Feb-19
532638,A ,Q,INE498B01024,20-Feb-19
532641,B ,Q,INE875G01030,20-Feb-19
532642,B ,Q,INE824G01012,20-Feb-19
532643,T ,Q,INE883G01018,20-Feb-19
532644,A ,Q,INE823G01014,20-Feb-19
532645,XT,Q,INE052B01011,20-Feb-19
532646,B ,Q,INE950G01023,20-Feb-19
532647,T ,Q,INE968G01033,20-Feb-19
532648,A ,Q,INE528G01027,20-Feb-19
532649,B ,Q,INE023H01027,20-Feb-19
532650,B ,Q,INE752G01015,20-Feb-19
532651,B ,Q,INE978G01016,20-Feb-19
532652,A ,Q,INE614B01018,20-Feb-19
532654,B ,Q,INE942G01012,20-Feb-19
532656,X ,Q,INE828G01013,20-Feb-19
532658,B ,Q,INE076H01025,20-Feb-19
532659,A ,Q,INE043D01016,20-Feb-19
532660,B ,Q,INE526G01021,20-Feb-19
532661,B ,Q,INE050H01012,20-Feb-19
532662,B ,Q,INE501G01024,20-Feb-19
532663,B ,Q,INE231F01020,20-Feb-19
532665,T ,Q,INE011H01014,20-Feb-19
532666,T ,Q,INE512B01022,20-Feb-19
532667,A ,Q,INE040H01021,20-Feb-19
532668,B ,Q,INE132H01018,20-Feb-19
532669,XT,Q,INE371B01015,20-Feb-19
532670,B ,Q,INE087H01022,20-Feb-19
532673,B ,Q,INE157H01023,20-Feb-19
532674,B ,Q,INE186H01014,20-Feb-19
532678,T ,Q,INE589G01011,20-Feb-19
532679,B ,Q,INE034H01016,20-Feb-19
532682,Z ,Q,INE067H01016,20-Feb-19
532683,A ,Q,INE212H01026,20-Feb-19
532684,B ,Q,INE184H01027,20-Feb-19
532686,T ,Q,INE202H01019,20-Feb-19
532687,B ,Q,INE461B01014,20-Feb-19
532689,A ,Q,INE191H01014,20-Feb-19
532692,B ,Q,INE172H01014,20-Feb-19
532693,B ,Q,INE701B01021,20-Feb-19
532694,B ,Q,INE855F01034,20-Feb-19
532695,B ,Q,INE185H01016,20-Feb-19
532696,Z ,Q,INE216H01027,20-Feb-19
532698,B ,Q,INE229H01012,20-Feb-19
532699,B ,Q,INE283H01019,20-Feb-19
532700,B ,Q,INE265F01028,20-Feb-19
532701,X ,Q,INE266H01014,20-Feb-19
532702,A ,Q,INE246F01010,20-Feb-19
532705,A ,Q,INE199G01027,20-Feb-19
532706,A ,Q,INE312H01016,20-Feb-19
532707,B ,Q,INE256H01015,20-Feb-19
532708,B ,Q,INE251H01024,20-Feb-19
532710,A ,Q,INE226H01026,20-Feb-19
532711,T ,Q,INE305H01028,20-Feb-19
532712,A ,Q,INE330H01018,20-Feb-19
532713,B ,Q,INE190H01024,20-Feb-19
532714,A ,Q,INE389H01022,20-Feb-19
532716,B ,Q,INE047B01011,20-Feb-19
532717,B ,Q,INE332H01014,20-Feb-19
532719,B ,Q,INE350H01032,20-Feb-19
532720,A ,Q,INE774D01024,20-Feb-19
532721,B ,Q,INE286H01012,20-Feb-19
532722,B ,Q,INE858F01012,20-Feb-19
532725,A ,Q,INE343H01029,20-Feb-19
532726,B ,Q,INE297H01019,20-Feb-19
532727,B ,Q,INE400H01019,20-Feb-19
532728,B ,Q,INE383H01017,20-Feb-19
532729,B ,Q,INE786F01031,20-Feb-19
532730,B ,Q,INE353H01010,20-Feb-19
532732,B ,Q,INE401H01017,20-Feb-19
532733,A ,Q,INE424H01027,20-Feb-19
532734,B ,Q,INE177H01013,20-Feb-19
532735,B ,Q,INE411H01032,20-Feb-19
532738,T ,Q,INE388G01018,20-Feb-19
532740,B ,Q,INE397H01017,20-Feb-19
532741,B ,Q,INE390H01012,20-Feb-19
532742,X ,Q,INE111F01016,20-Feb-19
532744,T ,Q,INE302H01017,20-Feb-19
532745,X ,Q,INE347H01012,20-Feb-19
532746,Z ,Q,INE466H01028,20-Feb-19
532748,B ,Q,INE367G01038,20-Feb-19
532749,B ,Q,INE418H01029,20-Feb-19
532751,B ,Q,INE268C01029,20-Feb-19
532754,A ,Q,INE776C01039,20-Feb-19
532755,A ,Q,INE669C01036,20-Feb-19
532756,A ,Q,INE536H01010,20-Feb-19
532757,B ,Q,INE540H01012,20-Feb-19
532759,B ,Q,INE285H01022,20-Feb-19
532760,B ,Q,INE677H01012,20-Feb-19
532761,B ,Q,INE596H01014,20-Feb-19
532762,B ,Q,INE731H01025,20-Feb-19
532764,B ,Q,INE916G01016,20-Feb-19
532765,T ,Q,INE235G01011,20-Feb-19
532766,XT,Q,INE516H01012,20-Feb-19
532767,B ,Q,INE336H01023,20-Feb-19
532768,B ,Q,INE737H01014,20-Feb-19
532771,B ,Q,INE544H01014,20-Feb-19
532772,A ,Q,INE503A01015,20-Feb-19
532773,B ,Q,INE792H01019,20-Feb-19
532774,B ,Q,INE020G01017,20-Feb-19
532775,T ,Q,INE221H01019,20-Feb-19
532776,B ,Q,INE637H01024,20-Feb-19
532777,A ,Q,INE663F01024,20-Feb-19
532779,A ,Q,INE813H01021,20-Feb-19
532780,B ,Q,INE561H01026,20-Feb-19
532782,B ,Q,INE645H01027,20-Feb-19
532783,B ,Q,INE818H01020,20-Feb-19
532784,A ,Q,INE671H01015,20-Feb-19
532785,B ,Q,INE803H01014,20-Feb-19
532787,B ,Q,INE825H01017,20-Feb-19
532790,B ,Q,INE483C01032,20-Feb-19
532794,B ,Q,INE966H01019,20-Feb-19
532795,B ,Q,INE965H01011,20-Feb-19
532796,B ,Q,INE872H01027,20-Feb-19
532797,B ,Q,INE718H01014,20-Feb-19
532798,A ,Q,INE870H01013,20-Feb-19
532799,B ,Q,INE703H01016,20-Feb-19
532800,A ,Q,INE886H01027,20-Feb-19
532801,B ,Q,INE627H01017,20-Feb-19
532804,B ,Q,INE545H01011,20-Feb-19
532805,A ,Q,INE891D01026,20-Feb-19
532807,B ,Q,INE704H01022,20-Feb-19
532808,B ,Q,INE940H01014,20-Feb-19
532809,A ,Q,INE684F01012,20-Feb-19
532810,A ,Q,INE134E01011,20-Feb-19
532811,B ,Q,INE758C01029,20-Feb-19
532813,B ,Q,INE874H01015,20-Feb-19
532814,A ,Q,INE562A01011,20-Feb-19
532815,B ,Q,INE812G01025,20-Feb-19
532817,B ,Q,INE998H01012,20-Feb-19
532819,A ,Q,INE018I01017,20-Feb-19
532820,B ,Q,INE311H01018,20-Feb-19
532822,A ,Q,INE669E01016,20-Feb-19
532823,T ,Q,INE649H01011,20-Feb-19
532826,B ,Q,INE952H01027,20-Feb-19
532827,A ,Q,INE761H01022,20-Feb-19
532830,A ,Q,INE006I01046,20-Feb-19
532832,A ,Q,INE069I01010,20-Feb-19
532834,B ,Q,INE052I01032,20-Feb-19
532835,A ,Q,INE725G01011,20-Feb-19
532839,A ,Q,INE836F01026,20-Feb-19
532841,X ,Q,INE280H01015,20-Feb-19
532842,B ,Q,INE917H01012,20-Feb-19
532843,A ,Q,INE061F01013,20-Feb-19
532845,B ,Q,INE797H01018,20-Feb-19
532847,B ,Q,INE788H01017,20-Feb-19
532848,A ,Q,INE124G01033,20-Feb-19
532850,T ,Q,INE287C01029,20-Feb-19
532851,B ,Q,INE070I01018,20-Feb-19
532852,B ,Q,INE836H01014,20-Feb-19
532853,B ,Q,INE228I01012,20-Feb-19
532854,B ,Q,INE489H01020,20-Feb-19
532856,A ,Q,INE508G01029,20-Feb-19
532859,B ,Q,INE170I01016,20-Feb-19
532864,B ,Q,INE189I01024,20-Feb-19
532865,A ,Q,INE974H01013,20-Feb-19
532867,B ,Q,INE945H01013,20-Feb-19
532868,A ,Q,INE271C01023,20-Feb-19
532869,B ,Q,INE924H01018,20-Feb-19
532870,T ,Q,INE106I01010,20-Feb-19
532871,B ,Q,INE221I01017,20-Feb-19
532872,A ,Q,INE232I01014,20-Feb-19
532873,A ,Q,INE191I01012,20-Feb-19
532874,Z ,Q,INE274I01016,20-Feb-19
532875,B ,Q,INE102I01027,20-Feb-19
532878,B ,Q,INE385I01010,20-Feb-19
532879,XT,Q,INE117H01019,20-Feb-19
532880,A ,Q,INE800H01010,20-Feb-19
532884,B ,Q,INE056I01017,20-Feb-19
532885,A ,Q,INE483A01010,20-Feb-19
532886,T ,Q,INE105I01012,20-Feb-19
532888,B ,Q,INE022I01019,20-Feb-19
532889,A ,Q,INE930H01023,20-Feb-19
532890,B ,Q,INE142I01023,20-Feb-19
532891,B ,Q,INE323I01011,20-Feb-19
532892,A ,Q,INE338I01027,20-Feb-19
532893,X ,Q,INE222F01029,20-Feb-19
532894,B ,Q,INE227G01018,20-Feb-19
532895,B ,Q,INE245I01016,20-Feb-19
532896,B ,Q,INE387I01016,20-Feb-19
532898,A ,Q,INE752E01010,20-Feb-19
532899,A ,Q,INE455I01029,20-Feb-19
532902,B ,Q,INE429I01024,20-Feb-19
532904,B ,Q,INE550H01011,20-Feb-19
532906,B ,Q,INE215I01019,20-Feb-19
532907,T ,Q,INE369I01014,20-Feb-19
532908,Z ,Q,INE028B01029,20-Feb-19
532914,B ,Q,INE574I01035,20-Feb-19
532915,B ,Q,INE621H01010,20-Feb-19
532916,T ,Q,INE139I01011,20-Feb-19
532918,X ,Q,INE575I01016,20-Feb-19
532920,B ,Q,INE180G01019,20-Feb-19
532921,A ,Q,INE742F01042,20-Feb-19
532922,A ,Q,INE532F01054,20-Feb-19
532923,B ,Q,INE722H01016,20-Feb-19
532924,B ,Q,INE094I01018,20-Feb-19
532926,A ,Q,INE668F01031,20-Feb-19
532927,A ,Q,INE738I01010,20-Feb-19
532928,B ,Q,INE763I01026,20-Feb-19
532929,B ,Q,INE791I01019,20-Feb-19
532930,B ,Q,INE661I01014,20-Feb-19
532931,T ,Q,INE817H01014,20-Feb-19
532932,B ,Q,INE015D01022,20-Feb-19
532933,X ,Q,INE386I01018,20-Feb-19
532934,B ,Q,INE095I01015,20-Feb-19
532935,B ,Q,INE298I01015,20-Feb-19
532937,X ,Q,INE529I01013,20-Feb-19
532939,A ,Q,INE614G01033,20-Feb-19
532940,B ,Q,INE576I01022,20-Feb-19
532941,B ,Q,INE792I01017,20-Feb-19
532942,B ,Q,INE634I01029,20-Feb-19
532944,B ,Q,INE809I01019,20-Feb-19
532945,B ,Q,INE964H01014,20-Feb-19
532946,B ,Q,INE863I01016,20-Feb-19
532947,A ,Q,INE821I01014,20-Feb-19
532951,B ,Q,INE871H01011,20-Feb-19
532952,B ,Q,INE049I01012,20-Feb-19
532953,A ,Q,INE951I01027,20-Feb-19
532955,A ,Q,INE020B01018,20-Feb-19
532959,B ,Q,INE181G01025,20-Feb-19
532960,B ,Q,INE274G01010,20-Feb-19
532966,B ,Q,INE615H01020,20-Feb-19
532967,B ,Q,INE415I01015,20-Feb-19
532972,X ,Q,INE877A01013,20-Feb-19
532974,T ,Q,INE865C01022,20-Feb-19
532975,Z ,Q,INE778I01024,20-Feb-19
532977,A ,Q,INE917I01010,20-Feb-19
532978,A ,Q,INE918I01018,20-Feb-19
532979,T ,Q,INE122J01015,20-Feb-19
532980,T ,Q,INE020J01029,20-Feb-19
532983,B ,Q,INE105J01010,20-Feb-19
532986,X ,Q,INE368I01016,20-Feb-19
532987,B ,Q,INE244J01017,20-Feb-19
532988,B ,Q,INE222J01013,20-Feb-19
532989,T ,Q,INE878I01014,20-Feb-19
532990,T ,Q,INE592I01029,20-Feb-19
532991,T ,Q,INE744I01034,20-Feb-19
532994,B ,Q,INE877I01016,20-Feb-19
532997,B ,Q,INE143H01015,20-Feb-19
532998,B ,Q,INE947I01017,20-Feb-19
533001,B ,Q,INE323J01019,20-Feb-19
533006,XT,Q,INE655I01024,20-Feb-19
533008,B ,Q,INE196J01019,20-Feb-19
533014,B ,Q,INE176J01011,20-Feb-19
533015,B ,Q,INE318J01027,20-Feb-19
533022,B ,Q,INE144J01027,20-Feb-19
533023,A ,Q,INE342J01019,20-Feb-19
533029,B ,Q,INE773I01017,20-Feb-19
533033,B ,Q,INE858B01011,20-Feb-19
533047,B ,Q,INE919H01018,20-Feb-19
533056,X ,Q,INE359B01010,20-Feb-19
533068,B ,Q,INE933J01015,20-Feb-19
533080,B ,Q,INE893J01029,20-Feb-19
533088,A ,Q,INE998I01010,20-Feb-19
533095,B ,Q,INE083K01017,20-Feb-19
533096,A ,Q,INE814H01011,20-Feb-19
533098,A ,Q,INE848E01016,20-Feb-19
533103,T ,Q,INE904J01016,20-Feb-19
533104,B ,Q,INE615I01010,20-Feb-19
533106,A ,Q,INE274J01014,20-Feb-19
533107,A ,Q,INE542F01012,20-Feb-19
533108,X ,Q,INE274K01012,20-Feb-19
533110,XT,Q,INE318K01017,20-Feb-19
533121,B ,Q,INE201K01015,20-Feb-19
533122,B ,Q,INE399K01017,20-Feb-19
533137,B ,Q,INE947J01015,20-Feb-19
533138,B ,Q,INE563J01010,20-Feb-19
533144,A ,Q,INE008I01026,20-Feb-19
533146,B ,Q,INE250K01012,20-Feb-19
533148,A ,Q,INE121E01018,20-Feb-19
533150,A ,Q,INE484J01027,20-Feb-19
533151,A ,Q,INE950I01011,20-Feb-19
533152,B ,Q,INE912H01013,20-Feb-19
533155,A ,Q,INE797F01012,20-Feb-19
533156,B ,Q,INE893I01013,20-Feb-19
533157,T ,Q,INE602K01014,20-Feb-19
533158,B ,Q,INE085J01014,20-Feb-19
533160,T ,Q,INE879I01012,20-Feb-19
533161,B ,Q,INE753K01015,20-Feb-19
533162,B ,Q,INE982F01036,20-Feb-19
533163,B ,Q,INE267I01010,20-Feb-19
533164,B ,Q,INE141K01013,20-Feb-19
533166,B ,Q,INE108E01023,20-Feb-19
533167,X ,Q,INE312J01012,20-Feb-19
533168,B ,Q,INE847C01020,20-Feb-19
533169,B ,Q,INE949H01023,20-Feb-19
533170,X ,Q,INE864J01012,20-Feb-19
533171,B ,Q,INE695A01019,20-Feb-19
533176,B ,Q,INE656K01010,20-Feb-19
533177,A ,Q,INE975G01012,20-Feb-19
533179,A ,Q,INE262H01013,20-Feb-19
533181,B ,Q,INE566K01011,20-Feb-19
533189,Z ,Q,INE516K01024,20-Feb-19
533192,B ,Q,INE790B01024,20-Feb-19
533193,B ,Q,INE134B01017,20-Feb-19
533200,B ,Q,INE502K01016,20-Feb-19
533202,B ,Q,INE639K01016,20-Feb-19
533206,A ,Q,INE002L01015,20-Feb-19
533207,B ,Q,INE099J01015,20-Feb-19
533208,B ,Q,INE830C01026,20-Feb-19
533210,X ,Q,INE798K01010,20-Feb-19
533211,T ,Q,INE618H01016,20-Feb-19
533213,X ,Q,INE773B01020,20-Feb-19
533216,B ,Q,INE509K01011,20-Feb-19
533217,B ,Q,INE871K01015,20-Feb-19
533218,B ,Q,INE778K01012,20-Feb-19
533221,B ,Q,INE915K01010,20-Feb-19
533227,B ,Q,INE926K01017,20-Feb-19
533228,A ,Q,INE180K01011,20-Feb-19
533229,A ,Q,INE933K01021,20-Feb-19
533230,E ,Q,INF179K01CN1,20-Feb-19
533239,B ,Q,INE696K01024,20-Feb-19
533244,E ,Q,INF109KC1NT3,20-Feb-19
533248,A ,Q,INE517F01014,20-Feb-19
533257,T ,Q,INE866K01015,20-Feb-19
533259,B ,Q,INE019J01013,20-Feb-19
533261,B ,Q,INE416L01017,20-Feb-19
533262,B ,Q,INE874I01013,20-Feb-19
533263,B ,Q,INE999K01014,20-Feb-19
533265,B ,Q,INE528K01029,20-Feb-19
533267,B ,Q,INE068L01016,20-Feb-19
533269,A ,Q,INE956G01038,20-Feb-19
533270,B ,Q,INE844K01012,20-Feb-19
533271,A ,Q,INE442H01029,20-Feb-19
533272,T ,Q,INE209L01016,20-Feb-19
533273,A ,Q,INE093I01010,20-Feb-19
533274,A ,Q,INE811K01011,20-Feb-19
533275,B ,Q,INE482J01021,20-Feb-19
533278,A ,Q,INE522F01014,20-Feb-19
533282,B ,Q,INE024L01027,20-Feb-19
533284,B ,Q,INE324L01013,20-Feb-19
533286,A ,Q,INE490G01020,20-Feb-19
533287,B ,Q,INE565L01011,20-Feb-19
533289,B ,Q,INE096L01025,20-Feb-19
533292,B ,Q,INE619I01012,20-Feb-19
533293,A ,Q,INE146L01010,20-Feb-19
533295,B ,Q,INE608A01012,20-Feb-19
533296,B ,Q,INE360L01017,20-Feb-19
533298,B ,Q,INE272L01022,20-Feb-19
533301,T ,Q,INE268L01020,20-Feb-19
533302,B ,Q,INE029L01018,20-Feb-19
533303,B ,Q,INE878K01010,20-Feb-19
533306,B ,Q,INE519C01017,20-Feb-19
533310,XT,Q,INE422B01016,20-Feb-19
533315,X ,Q,INE690J01011,20-Feb-19
533316,B ,Q,INE577L01016,20-Feb-19
533317,T ,Q,INE474L01016,20-Feb-19
533320,B ,Q,INE645L01011,20-Feb-19
533321,T ,Q,INE607L01029,20-Feb-19
533326,A ,Q,INE621L01012,20-Feb-19
533329,B ,Q,INE611L01021,20-Feb-19
533333,B ,Q,INE045J01026,20-Feb-19
533336,B ,Q,INE320L01011,20-Feb-19
533339,B ,Q,INE251B01027,20-Feb-19
533343,B ,Q,INE597L01014,20-Feb-19
533344,A ,Q,INE560K01014,20-Feb-19
533385,E ,Q,INF247L01031,20-Feb-19
533389,Z ,Q,INE510K01019,20-Feb-19
533398,A ,Q,INE414G01012,20-Feb-19
533400,A ,Q,INE220J01025,20-Feb-19
533411,T ,Q,INE263L01013,20-Feb-19
533427,X ,Q,INE932K01015,20-Feb-19
533452,B ,Q,INE726L01019,20-Feb-19
533470,B ,Q,INE573K01017,20-Feb-19
533477,X ,Q,INE130L01014,20-Feb-19
533482,B ,Q,INE524L01026,20-Feb-19
533499,T ,Q,INE224M01013,20-Feb-19
533506,B ,Q,INE878H01016,20-Feb-19
533519,A ,Q,INE498L01015,20-Feb-19
533520,B ,Q,INE126M01010,20-Feb-19
533540,B ,Q,INE040M01013,20-Feb-19
533543,B ,Q,INE650L01011,20-Feb-19
533552,B ,Q,INE895B01021,20-Feb-19
533553,B ,Q,INE419M01019,20-Feb-19
533569,Z ,Q,INE219H01039,20-Feb-19
533573,A ,Q,INE901L01018,20-Feb-19
533576,B ,Q,INE590L01019,20-Feb-19
533581,B ,Q,INE457L01011,20-Feb-19
533605,B ,Q,INE023M01027,20-Feb-19
533608,X ,Q,INE123M01017,20-Feb-19
533629,B ,Q,INE440L01017,20-Feb-19
533632,T ,Q,INE912L01015,20-Feb-19
533638,B ,Q,INE060J01017,20-Feb-19
533644,B ,Q,INE899L01022,20-Feb-19
533655,B ,Q,INE152M01016,20-Feb-19
533676,B ,Q,INE337M01013,20-Feb-19
533704,B ,Q,INE122M01019,20-Feb-19
533758,A ,Q,INE702C01019,20-Feb-19
533761,B ,Q,INE390G01014,20-Feb-19
533896,X ,Q,INE258M01011,20-Feb-19
533982,B ,Q,INE482B01010,20-Feb-19
534060,X ,Q,INE793G01035,20-Feb-19
534076,B ,Q,INE743M01012,20-Feb-19
534091,A ,Q,INE745G01035,20-Feb-19
534139,B ,Q,INE839M01018,20-Feb-19
534184,B ,Q,INE453M01018,20-Feb-19
534309,A ,Q,INE095N01031,20-Feb-19
534312,B ,Q,INE472M01018,20-Feb-19
534338,X ,Q,INE393F01010,20-Feb-19
534369,B ,Q,INE760L01018,20-Feb-19
534392,B ,Q,INE050M01012,20-Feb-19
534422,XT,Q,INE204N01013,20-Feb-19
534425,B ,Q,INE247M01014,20-Feb-19
534532,B ,Q,INE142K01011,20-Feb-19
534597,B ,Q,INE834M01019,20-Feb-19
534600,X ,Q,INE391J01016,20-Feb-19
534612,X ,Q,INE436N01029,20-Feb-19
534615,B ,Q,INE553C01016,20-Feb-19
534618,XT,Q,INE299N01013,20-Feb-19
534623,X ,Q,INE524N01014,20-Feb-19
534674,B ,Q,INE741L01018,20-Feb-19
534675,B ,Q,INE195N01013,20-Feb-19
534680,X ,Q,INE559N01010,20-Feb-19
534690,A ,Q,INE694C01018,20-Feb-19
534691,X ,Q,INE456N01019,20-Feb-19
534734,X ,Q,INE174N01026,20-Feb-19
534741,X ,Q,INE247C01023,20-Feb-19
534742,B ,Q,INE840M01016,20-Feb-19
534748,B ,Q,INE503B01013,20-Feb-19
534756,T ,Q,INE799L01016,20-Feb-19
534758,B ,Q,INE675C01017,20-Feb-19
534804,A ,Q,INE752H01013,20-Feb-19
534809,A ,Q,INE785M01013,20-Feb-19
534816,A ,Q,INE121J01017,20-Feb-19
534920,XT,Q,INE899M01012,20-Feb-19
534976,B ,Q,INE665J01013,20-Feb-19
535141,T ,Q,INE338O01025,20-Feb-19
535205,X ,Q,INE159O01033,20-Feb-19
535267,X ,Q,INE274M01018,20-Feb-19
535276,B ,Q,INF200K01VT2,20-Feb-19
535322,A ,Q,INE612J01015,20-Feb-19
535458,B ,Q,INE047O01014,20-Feb-19
535467,B ,Q,INE428O01016,20-Feb-19
535601,B ,Q,INE099F01013,20-Feb-19
535602,B ,Q,INE597I01010,20-Feb-19
535620,X ,Q,INE160L01011,20-Feb-19
535621,XT,Q,INE159L01013,20-Feb-19
535648,A ,Q,INE599M01018,20-Feb-19
535658,XT,Q,INE260M01017,20-Feb-19
535667,XT,Q,INE474O01010,20-Feb-19
535693,X ,Q,INE320I01017,20-Feb-19
535694,X ,Q,INE899O01018,20-Feb-19
535754,A ,Q,INE876N01018,20-Feb-19
535755,A ,Q,INE647O01011,20-Feb-19
535789,A ,Q,INE148I01020,20-Feb-19
536128,XT,Q,INE211P01021,20-Feb-19
536170,T ,Q,INE647N01021,20-Feb-19
536264,X ,Q,INE906O01011,20-Feb-19
536493,X ,Q,INE690O01011,20-Feb-19
536507,A ,Q,INE452O01016,20-Feb-19
536659,XT,Q,INE428B01013,20-Feb-19
536709,XT,Q,INE138O01029,20-Feb-19
536751,X ,Q,INE750L01019,20-Feb-19
536773,B ,Q,INE147P01019,20-Feb-19
536799,XT,Q,INE002J01027,20-Feb-19
536868,XT,Q,INE256F01019,20-Feb-19
536960,B ,Q,INF247L01023,20-Feb-19
536974,X ,Q,INE536P01021,20-Feb-19
537007,B ,Q,INF109K012R6,20-Feb-19
537008,B ,Q,INF109KA1962,20-Feb-19
537069,X ,Q,INE185K01028,20-Feb-19
537092,X ,Q,INE072D01015,20-Feb-19
537253,X ,Q,INE671C01016,20-Feb-19
537254,B ,Q,INE140B01014,20-Feb-19
537259,B ,Q,INE442P01014,20-Feb-19
537291,B ,Q,INE448G01010,20-Feb-19
537292,B ,Q,INE449G01018,20-Feb-19
537524,X ,Q,INE324N01027,20-Feb-19
537536,X ,Q,INE051G01012,20-Feb-19
537708,B ,Q,INF174K014P6,20-Feb-19
537750,X ,Q,INE555P01013,20-Feb-19
537766,B ,Q,INE905P01028,20-Feb-19
537800,XT,Q,INE717C01025,20-Feb-19
537820,B ,Q,INE159N01027,20-Feb-19
537840,XT,Q,INE523K01012,20-Feb-19
538019,B ,Q,INE732P01018,20-Feb-19
538057,B ,Q,INF457M01133,20-Feb-19
538092,X ,Q,INE574G01013,20-Feb-19
538128,M ,Q,INE174Q01011,20-Feb-19
538180,X ,Q,INE204P01026,20-Feb-19
538268,B ,Q,INE066O01014,20-Feb-19
538365,B ,Q,INE452L01012,20-Feb-19
538422,XT,Q,INE508N01025,20-Feb-19
538423,X ,Q,INE729P01022,20-Feb-19
538433,X ,Q,INE854P01028,20-Feb-19
538476,X ,Q,INE172D01021,20-Feb-19
538521,X ,Q,INE969E01010,20-Feb-19
538539,X ,Q,INE075K01013,20-Feb-19
538557,X ,Q,INE706P01020,20-Feb-19
